sku,title,subtitle,buyer,price_hint,currency,download_url,download_page_url,preview_url,worksheet_url,checklist_url,cover_url,seller_copy_url,support_page_url,pay_what_you_can_url,branded_product_url,branded_support_url,branded_support_intent_url,monetization_destination_type,monetization_destination_url,store_connected,support_connected,topic_labels,topic_urls,tags,fulfillment,status
das-2026-05-30-appointment-prep,Appointment Prep Card,"A one-page prep card for collecting questions, documents, and follow-up notes before an appointment.",People who forget key questions or documents when appointments get stressful.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-30-appointment-prep.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-30-appointment-prep.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-30-appointment-prep/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-30-appointment-prep/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-30-appointment-prep/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-30-appointment-prep/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-30-appointment-prep/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-30-appointment-prep,https://www.calmsprout.com/daily-shelf/products/2026-05-30-appointment-prep/support,https://www.calmsprout.com/daily-shelf/products/2026-05-30-appointment-prep/support/go,support,https://gift.calmsprout.com,False,True,Small Business Ops|Home Admin|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,appointment,prep,card",digital download,ready for external store import; checkout not connected
das-2026-05-29-download-folder-reset,Downloads Folder Reset,A 20-minute digital cleanup worksheet for turning a downloads pile into decisions.,People whose downloads folder has become a source of friction and lost files.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-29-download-folder-reset.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-29-download-folder-reset.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-29-download-folder-reset/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-29-download-folder-reset/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-29-download-folder-reset/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-29-download-folder-reset/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-29-download-folder-reset/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-29-download-folder-reset,https://www.calmsprout.com/daily-shelf/products/2026-05-29-download-folder-reset/support,https://www.calmsprout.com/daily-shelf/products/2026-05-29-download-folder-reset/support/go,support,https://gift.calmsprout.com,False,True,Home Admin|Digital Product Prep|Cleanup And Reset,https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/cleanup-and-reset.html,"digital download,printable worksheet,planner,checklist,low maintenance,downloads,folder,reset",digital download,ready for external store import; checkout not connected
das-2026-05-28-invoice-followup,Invoice Follow-Up Mini Kit,A calm worksheet for tracking unpaid invoices and writing one clear follow-up.,Freelancers and service providers who need a polite payment follow-up without pressure tricks.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-28-invoice-followup.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-28-invoice-followup.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-28-invoice-followup/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-28-invoice-followup/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-28-invoice-followup/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-28-invoice-followup/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-28-invoice-followup/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-28-invoice-followup,https://www.calmsprout.com/daily-shelf/products/2026-05-28-invoice-followup/support,https://www.calmsprout.com/daily-shelf/products/2026-05-28-invoice-followup/support/go,support,https://gift.calmsprout.com,False,True,Small Business Ops|Low-Energy Systems|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/low-energy-systems.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,invoice,follow,up,mini,kit",digital download,ready for external store import; checkout not connected
das-2026-05-27-simple-content-calendar,Simple Content Calendar,"A low-pressure one-week content planner for small brands, creators, and solo operators.",People who need a content plan that does not become a second full-time job.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-27-simple-content-calendar.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-27-simple-content-calendar.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-27-simple-content-calendar/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-27-simple-content-calendar/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-27-simple-content-calendar/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-27-simple-content-calendar/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-27-simple-content-calendar/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-27-simple-content-calendar,https://www.calmsprout.com/daily-shelf/products/2026-05-27-simple-content-calendar/support,https://www.calmsprout.com/daily-shelf/products/2026-05-27-simple-content-calendar/support/go,support,https://gift.calmsprout.com,False,True,Small Business Ops|Low-Energy Systems|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/low-energy-systems.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,simple,content,calendar",digital download,ready for external store import; checkout not connected
das-2026-05-26-subscription-audit,Subscription Audit Sheet,"A quick worksheet for finding recurring charges, renewal dates, and pause candidates.",Households and freelancers who need a clearer view of subscriptions without a finance app.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-26-subscription-audit.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-26-subscription-audit.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-26-subscription-audit/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-26-subscription-audit/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-26-subscription-audit/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-26-subscription-audit/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-26-subscription-audit/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-26-subscription-audit,https://www.calmsprout.com/daily-shelf/products/2026-05-26-subscription-audit/support,https://www.calmsprout.com/daily-shelf/products/2026-05-26-subscription-audit/support/go,support,https://gift.calmsprout.com,False,True,Home Admin|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,subscription,audit,sheet",digital download,ready for external store import; checkout not connected
das-2026-05-25-offer-followup,Honest Follow-Up Draft Kit,A non-spam template sheet for following up with one real person or lead.,"Service providers who need a clear follow-up without manipulation, fake urgency, or bulk blasting.",$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-25-offer-followup.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-25-offer-followup.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-25-offer-followup/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-25-offer-followup/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-25-offer-followup/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-25-offer-followup/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-25-offer-followup/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-25-offer-followup,https://www.calmsprout.com/daily-shelf/products/2026-05-25-offer-followup/support,https://www.calmsprout.com/daily-shelf/products/2026-05-25-offer-followup/support/go,support,https://gift.calmsprout.com,False,True,Small Business Ops|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,honest,follow,up,draft,kit",digital download,ready for external store import; checkout not connected
das-2026-05-24-digital-declutter,Digital Declutter Sprint,"A focused cleanup sheet for one folder, inbox, download pile, or project archive.",People whose digital mess blocks useful work but who cannot handle a full cleanup marathon.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-24-digital-declutter.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-24-digital-declutter.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-24-digital-declutter/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-24-digital-declutter/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-24-digital-declutter/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-24-digital-declutter/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-24-digital-declutter/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-24-digital-declutter,https://www.calmsprout.com/daily-shelf/products/2026-05-24-digital-declutter/support,https://www.calmsprout.com/daily-shelf/products/2026-05-24-digital-declutter/support/go,support,https://gift.calmsprout.com,False,True,Home Admin|Low-Energy Systems|Digital Product Prep|Cleanup And Reset,https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/low-energy-systems.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/cleanup-and-reset.html,"digital download,printable worksheet,planner,checklist,low maintenance,digital,declutter,sprint",digital download,ready for external store import; checkout not connected
das-2026-05-23-micro-budget,Micro Budget Reset,"A one-page reset for seeing near-term bills, small leaks, and the next cash decision.",Solo households and freelancers who need a short money picture without a complex finance app.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-23-micro-budget.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-23-micro-budget.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-23-micro-budget/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-23-micro-budget/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-23-micro-budget/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-23-micro-budget/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-23-micro-budget/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-23-micro-budget,https://www.calmsprout.com/daily-shelf/products/2026-05-23-micro-budget/support,https://www.calmsprout.com/daily-shelf/products/2026-05-23-micro-budget/support/go,support,https://gift.calmsprout.com,False,True,Home Admin|Digital Product Prep|Cleanup And Reset,https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/cleanup-and-reset.html,"digital download,printable worksheet,planner,checklist,low maintenance,micro,budget,reset",digital download,ready for external store import; checkout not connected
das-2026-05-22-home-inventory,Tiny Home Inventory Pack,"A room-by-room mini inventory for renters, homeowners, resellers, and insurance prep.",People who need a simple physical inventory without a full spreadsheet system.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-22-home-inventory.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-22-home-inventory.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-22-home-inventory/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-22-home-inventory/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-22-home-inventory/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-22-home-inventory/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-22-home-inventory/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-22-home-inventory,https://www.calmsprout.com/daily-shelf/products/2026-05-22-home-inventory/support,https://www.calmsprout.com/daily-shelf/products/2026-05-22-home-inventory/support/go,support,https://gift.calmsprout.com,False,True,Home Admin|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,tiny,home,inventory,pack",digital download,ready for external store import; checkout not connected
das-2026-05-21-low-energy-week,Low-Energy Week Planner,A gentle planning sheet for weeks where consistency matters more than intensity.,Disabled and neurodivergent workers who need low-friction planning without motivational noise.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-21-low-energy-week.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-21-low-energy-week.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-21-low-energy-week/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-21-low-energy-week/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-21-low-energy-week/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-21-low-energy-week/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-21-low-energy-week/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-21-low-energy-week,https://www.calmsprout.com/daily-shelf/products/2026-05-21-low-energy-week/support,https://www.calmsprout.com/daily-shelf/products/2026-05-21-low-energy-week/support/go,support,https://gift.calmsprout.com,False,True,Low-Energy Systems|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/low-energy-systems.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,low,energy,week",digital download,ready for external store import; checkout not connected
das-2026-05-20-receipt-runner,Receipt Runner Ledger Pack,A simple ledger and daily receipt habit for tiny projects that need proof of movement.,People who lose progress in scattered notes and need a visible record of what changed.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-20-receipt-runner.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-20-receipt-runner.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-20-receipt-runner/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-20-receipt-runner/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-20-receipt-runner/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-20-receipt-runner/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-20-receipt-runner/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-20-receipt-runner,https://www.calmsprout.com/daily-shelf/products/2026-05-20-receipt-runner/support,https://www.calmsprout.com/daily-shelf/products/2026-05-20-receipt-runner/support/go,support,https://gift.calmsprout.com,False,True,Home Admin|Digital Product Prep|Cleanup And Reset,https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/cleanup-and-reset.html,"digital download,printable worksheet,planner,checklist,low maintenance,receipt,runner,ledger,pack",digital download,ready for external store import; checkout not connected
das-2026-05-19-calm-launch,Calm Launch One-Page Kit,"A printable page for turning one messy idea into one offer, one audience, and one next action.","Creators, solo operators, and small service shops with an idea that keeps staying unfinished.",$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-19-calm-launch.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-19-calm-launch.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-19-calm-launch/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-19-calm-launch/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-19-calm-launch/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-19-calm-launch/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-19-calm-launch/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-19-calm-launch,https://www.calmsprout.com/daily-shelf/products/2026-05-19-calm-launch/support,https://www.calmsprout.com/daily-shelf/products/2026-05-19-calm-launch/support/go,support,https://gift.calmsprout.com,False,True,Small Business Ops|Low-Energy Systems|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/low-energy-systems.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,calm,launch,one,page,kit",digital download,ready for external store import; checkout not connected
das-2026-05-18-landing-page-copy,Landing Page Copy Blocks,"A fill-in worksheet for headline, promise, proof, offer, and next action copy.",Small operators who need usable page copy before a designer or builder gets involved.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-18-landing-page-copy.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-18-landing-page-copy.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-18-landing-page-copy/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-18-landing-page-copy/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-18-landing-page-copy/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-18-landing-page-copy/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-18-landing-page-copy/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-18-landing-page-copy,https://www.calmsprout.com/daily-shelf/products/2026-05-18-landing-page-copy/support,https://www.calmsprout.com/daily-shelf/products/2026-05-18-landing-page-copy/support/go,support,https://gift.calmsprout.com,False,True,Small Business Ops|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,landing,page,copy,blocks",digital download,ready for external store import; checkout not connected
das-2026-05-17-renewal-reminder,Renewal Reminder Sheet,"A small tracker for domain, software, insurance, lease, and service renewal dates.",People who need renewal dates visible before they become urgent surprises.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-17-renewal-reminder.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-17-renewal-reminder.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-17-renewal-reminder/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-17-renewal-reminder/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-17-renewal-reminder/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-17-renewal-reminder/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-17-renewal-reminder/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-17-renewal-reminder,https://www.calmsprout.com/daily-shelf/products/2026-05-17-renewal-reminder/support,https://www.calmsprout.com/daily-shelf/products/2026-05-17-renewal-reminder/support/go,support,https://gift.calmsprout.com,False,True,Small Business Ops|Home Admin|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,renewal,reminder,sheet",digital download,ready for external store import; checkout not connected
das-2026-05-16-link-in-bio-audit,Link-in-Bio Audit,A simple audit sheet for checking whether a public profile points visitors to one useful action.,Creators and small sellers whose public links do not clearly route visitors.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-16-link-in-bio-audit.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-16-link-in-bio-audit.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-16-link-in-bio-audit,https://www.calmsprout.com/daily-shelf/products/2026-05-16-link-in-bio-audit/support,https://www.calmsprout.com/daily-shelf/products/2026-05-16-link-in-bio-audit/support/go,support,https://gift.calmsprout.com,False,True,Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,link,in,bio,audit",digital download,ready for external store import; checkout not connected
das-2026-05-15-focus-menu,Focus Menu Builder,"A menu of low, medium, and high energy task options for days when planning from scratch is too expensive.",People who need usable work choices that adapt to uneven energy.,$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-15-focus-menu.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-15-focus-menu.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-15-focus-menu,https://www.calmsprout.com/daily-shelf/products/2026-05-15-focus-menu/support,https://www.calmsprout.com/daily-shelf/products/2026-05-15-focus-menu/support/go,support,https://gift.calmsprout.com,False,True,Low-Energy Systems|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/low-energy-systems.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,focus,menu,builder",digital download,ready for external store import; checkout not connected
das-2026-05-14-store-import-prep,Store Import Prep Sheet,"A worksheet for gathering product title, description, price hint, tags, and delivery files before using a store platform.","Digital sellers preparing listings for Payhip, Gumroad, Etsy-style shops, or similar platforms.",$3 to $9 digital pack,USD,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-14-store-import-prep.zip,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-14-store-import-prep.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-14-store-import-prep,https://www.calmsprout.com/daily-shelf/products/2026-05-14-store-import-prep/support,https://www.calmsprout.com/daily-shelf/products/2026-05-14-store-import-prep/support/go,support,https://gift.calmsprout.com,False,True,Small Business Ops|Digital Product Prep,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,store,import,prep,sheet",digital download,ready for external store import; checkout not connected
